Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
MNST,MONSTER BEVERAGE CORP,Consumer Staples,Equity,"400,956,404.16",0.13,"400,956,404.16","6,763,772.00",59.28,United States,NASDAQ,USD,1,USD,-
BIIB,BIOGEN INC,Health Care,Equity,"397,091,022.24",0.13,"397,091,022.24","1,278,629.00",310.56,United States,NASDAQ,USD,1,USD,-
APH,AMPHENOL CORP CLASS A,Information Technology,Equity,"396,605,505.12",0.13,"396,605,505.12","5,279,626.00",75.12,United States,New York Stock Exchange Inc.,USD,1,USD,-
FTNT,FORTINET INC,Information Technology,Equity,"388,633,275.00",0.13,"388,633,275.00","5,757,530.00",67.5,United States,NASDAQ,USD,1,USD,-
PSX,PHILLIPS,Energy,Equity,"386,462,954.60",0.13,"386,462,954.60","4,137,719.00",93.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
ECL,ECOLAB INC,Materials,Equity,"383,335,220.68",0.12,"383,335,220.68","2,200,294.00",174.22,United States,New York Stock Exchange Inc.,USD,1,USD,-
VLO,VALERO ENERGY CORP,Energy,Equity,"380,173,647.26",0.12,"380,173,647.26","3,435,511.00",110.66,United States,New York Stock Exchange Inc.,USD,1,USD,-
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,Equity,"378,696,698.36",0.12,"378,696,698.36","6,102,106.00",62.06,United States,New York Stock Exchange Inc.,USD,1,USD,-
MRNA,MODERNA INC,Health Care,Equity,"376,708,712.40",0.12,"376,708,712.40","2,933,640.00",128.41,United States,NASDAQ,USD,1,USD,-
NXPI,NXP SEMICONDUCTORS NV,Information Technology,Equity,"375,389,897.85",0.12,"375,389,897.85","2,298,071.00",163.35,United States,NASDAQ,USD,1,USD,-
TRV,TRAVELERS COMPANIES INC,Financials,Equity,"375,127,582.48",0.12,"375,127,582.48","2,052,008.00",182.81,United States,New York Stock Exchange Inc.,USD,1,USD,-
EXC,EXELON CORP,Utilities,Equity,"374,831,413.20",0.12,"374,831,413.20","8,823,715.00",42.48,United States,NASDAQ,USD,1,USD,-
OXY,OCCIDENTAL PETROLEUM CORP,Energy,Equity,"374,018,035.47",0.12,"374,018,035.47","6,456,379.00",57.93,United States,New York Stock Exchange Inc.,USD,1,USD,-
ADSK,AUTODESK INC,Information Technology,Equity,"369,950,635.00",0.12,"369,950,635.00","1,915,850.00",193.1,United States,NASDAQ,USD,1,USD,-
PH,PARKER-HANNIFIN CORP,Industrials,Equity,"369,669,383.79",0.12,"369,669,383.79","1,138,881.00",324.59,United States,New York Stock Exchange Inc.,USD,1,USD,-
TDG,TRANSDIGM GROUP INC,Industrials,Equity,"367,003,880.88",0.12,"367,003,880.88","460,551.00",796.88,United States,New York Stock Exchange Inc.,USD,1,USD,-
ADM,ARCHER DANIELS MIDLAND,Consumer Staples,Equity,"363,832,667.10",0.12,"363,832,667.10","4,857,579.00",74.9,United States,New York Stock Exchange Inc.,USD,1,USD,-
CTAS,CINTAS CORP,Industrials,Equity,"363,703,585.05",0.12,"363,703,585.05","766,935.00",474.23,United States,NASDAQ,USD,1,USD,-
CTVA,CORTEVA INC,Materials,Equity,"359,696,960.50",0.12,"359,696,960.50","6,329,350.00",56.83,United States,New York Stock Exchange Inc.,USD,1,USD,-
TT,TRANE TECHNOLOGIES PLC,Industrials,Equity,"359,694,682.08",0.12,"359,694,682.08","2,034,012.00",176.84,United States,New York Stock Exchange Inc.,USD,1,USD,-
HSY,HERSHEY FOODS,Consumer Staples,Equity,"358,578,007.92",0.12,"358,578,007.92","1,304,964.00",274.78,United States,New York Stock Exchange Inc.,USD,1,USD,-
IDXX,IDEXX LABORATORIES INC,Health Care,Equity,"357,908,144.36",0.12,"357,908,144.36","735,332.00",486.73,United States,NASDAQ,USD,1,USD,-
USB,US BANCORP,Financials,Equity,"357,760,065.60",0.12,"357,760,065.60","12,370,680.00",28.92,United States,New York Stock Exchange Inc.,USD,1,USD,-
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,Equity,"355,801,453.70",0.12,"355,801,453.70","4,863,998.00",73.15,United States,NASDAQ,USD,1,USD,-
AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,Equity,"348,394,118.44",0.11,"348,394,118.44","6,597,124.00",52.81,United States,New York Stock Exchange Inc.,USD,1,USD,-
O,REALTY INCOME REIT CORP,Real Estate,Equity,"344,142,940.80",0.11,"344,142,940.80","5,568,656.00",61.8,United States,New York Stock Exchange Inc.,USD,1,USD,-
YUM,YUM BRANDS INC,Consumer Discretionary,Equity,"341,457,866.82",0.11,"341,457,866.82","2,486,223.00",137.34,United States,New York Stock Exchange Inc.,USD,1,USD,-
TEL,TE CONNECTIVITY LTD,Information Technology,Equity,"337,358,755.08",0.11,"337,358,755.08","2,809,918.00",120.06,United States,New York Stock Exchange Inc.,USD,1,USD,-
